,job,company,location,salary,description
0.0,Quantitative User Researcher,    Twitter,"San Francisco, CA 94103 (South Of Market area)",,"Collaborate closely with qualitative researchers and data scientists. Experience working with large scale data sets (logs analysis, surveys, experimental design..."
0.0,Planing Assistant/Data Analysis.,    Four Seasons Design,"San Diego, CA 92154",,Planning assistant / Data Analysis. Retail Manufacturing experience a MAJOR Plus....
0.0,CCB Risk - Senior Data Scientist - Vice President,    JPMorgan Chase,"Columbus, OH",,"Data scientist, statistician, and related professions) in a quantitative field:. The Data Scientist will design, execute, and interpret statistical analyses to..."
0.0,Mid-level Operations Research/Data Analyst,    Engility Corporation,"McLean, VA 22101",,"Competence in large dataset collection including data selection, execution of data collection scripts, conducting statistical analysis of data, and summarizing..."
0.0,Statistician,    General Dynamics Information Technology,"Coralville, IA 52241",,"Plans data collection, and analyzes and interprets statistical data from surveys, experiments, studies, and other sources...."
0.0,Scientist/Senior Scientist DMPK- Bioanalytical Operations,    AbbVie,"Worcester, MA",,"Primary responsibilities will include the development and implementation of best practices for electronic systems in support of study design, sample tracking,..."
0.0,Principal Data Architect - Cloud Architecture team,        Turner,"Atlanta, GA 30319",,"Strong understanding of algorithms, big data framework, and data structures. 5+ years of data engineering, data science or software engineering experience...."
0.0,"Research Analyst, Media",        Kroenke Sports Enterprises,"Denver, CO 80204 (Central West Denver area)",,Ability to conduct in-depth data analysis. Ability to work with large data sets. Seeks ways to automate reporting for recurring data analysis....
0.0,Research Analyst,        IMA Consulting,"Chadds Ford, PA",,"Research Analysts are responsible for collecting data from various sources, and analyzing data to identify inaccuracies and/or missed revenue opportunities...."
0.0,Silicon Photonics Data Scientist,        Intel,"Santa Clara, CA 95052",,
0.0,"Statistical Programmer, Modeling and Simulation Analyst - Clinical Pharmacology",        Genentech,"South San Francisco, CA",,
0.0,"Healthcare Data Scientist, Junior",        Booz Allen Hamilton,"Falls Church, VA",,"Healthcare Data Scientist, Junior. Experience in the data science and analytics field. Experience with processing unstructured data and text with text..."
0.0,Data Analysis Manager,        Office of the State Superintendent of Education,"Washington, DC","$99,659 - $139,522 a year",Demonstrated skills in data management and data architecture. Incumbent will oversee a staff of data management specialists that are responsible for managing...
0.0,Senior Data Scientist,    Enterprise Select,"Morrisville, NC 27560","$170,000 a year","Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient. As a Senior Data Scientist, your work will be central..."
0.0,Machine Learning Software Developer,"    Expedition Technology, Inc.","Dulles, VA 20166",,Data science and analysis. EXP is an employee-owned defense and aerospace technology start-up seeking scientist and engineers who enjoy taking challenging...
0.0,Chemistry Project Leader - Senior Scientist II,        Nova Biomedical,"Waltham, MA 02453",,"Nova Biomedical is looking for a Chemistry Project Leader – Senior Scientist II to join our growing R&D team based in Waltham, MA headquarters...."
0.0,Research Engineer/Scientist – Information Visualization and UI Design,    Invincea,"Arlington, VA",,Come join a team of data scientists from diverse backgrounds in a truly innovative cybersecurity R&D environment....
0.0,Director of Analytics - Data Science,    Enterprise Select,"Morrisville, NC 27560","$215,000 a year","Motivate, coach, evaluate, and celebrate your team of data scientists. The company’s Data Scientists are deeply involved in all stages of product development...."
0.0,Research Data Analyst,        Penn State University,"University Park, PA",,This position requires both qualitative and quantitative data analysis skills. Looking for a half-time (20 hours per week) wage payroll position who can assist...
0.0,Tableau Data Visualization Analyst,        Net ESolutions Corporation (NETE),"Rockville, MD",,NETE is seeking a detailed oriented Tableau Data Visualization Analyst to join our great data team. Reasons independently - complex data architectures....
0.0,Machine-Learning Data Manager,"        Wolfram Research, Inc.","Somerville, MA",,"Conduct routine maintenance to ensure data integrity. 1+ years' experience in data management or analysis. Make recommendations for software, hardware and data..."
0.0,Quantitative Data Analyst (Minerva),    Cogo Labs,"Cambridge, MA",,The ability to gather and present relevant data when pitching an idea for additional investment will make Cogo a fun place to start your career....
0.0,Statistical Programmer/Data Analyst,    Tennessee Board of Regents,"Nashville, TN",,"Three years’ experience with data warehousing, data analysis, and data modeling; Ensure integrity of data and develop best practices for managing and analyzing..."
0.0,Research Analyst,        National Association of Corporate Directors,"Washington, DC",,Managing large client datasets and mining the data for relevant new insights on governance practices. Responds to inbound research inquiries by NACD members and...
0.0,Statistical / Data Analyst,        Daimler,"Fort Mill, SC",,"Statistical / Data Analyst. Statistical/Data Analyst (Fort Mill, SC) Perform statistical analysis such as multivariate regression and time-series using SAS,..."
0.0,Applications Data Analyst,    10x Genomics,"Pleasanton, CA",,"Candidates should have experience running commonly used data analysis tools, and have strong data analysis and data review skills...."
0.0,Sr. Statistical Quantitative Analyst,        SunTrust,"Atlanta, GA",,Sr. Statistical Quantitative Analyst-W437805 Description This model development analyst is responsible for development and analysis of quantitative models
0.0,Architecture Design II,"    Dowless & Associates, Inc.","Washington, DC",,"Seven years or more years of specialized experience working on complex data/database projects as a data analyst, data architect, data scientist or database..."
0.0,Assistant Staff Scientist,        Oregon Health & Science University,"Portland, OR","$55,000 - $67,000 a year",Assistant Staff Scientists. Genomic data analysis experience. Experience with ChIP-sequencing and RNA-sequencing experiments and data analysis/visualization....
0.0,Software Engineer,    NatureServe,"Arlington, VA","$70,000 - $75,000 a year",Experience with big data. Most of these projects have a very heavy focus on geospatial data. Other applications provide conservation professionals and planners...
0.0,Research Data Analyst,        LexisNexis,"Philadelphia, PA",,"The Research Data Analyst. Provide services in support of literature surveillance with an emphasis on data migration that may include audit, scope development,..."
0.0,"Manager, Data & Analytics (Short Hills, New Jersey) (Multiple Positions)",        KPMG,"Short Hills, NJ 07078",,"Work with data scientist to identify data needs, sources, and structure to support client issues problem solving...."
0.0,"Scientist, Research and Modeling (AIR)",        AIR Worldwide,"Boston, MA 02116 (South End area)",,"Gathering relevant data and applying state of the art data science techniques. Strong background in data analysis, probability, and statistics (preferably..."
0.0,Quantitative Analyst,        Morgan Stanley,"New York, NY 10032 (Washington Heights area)",,"Excellent data handling skills, preferably with SQL, and ability to prototype models in high-level languages (e.g., Python) or numerical languages (e.g., R,..."
0.0,Associate Research Scientist,    abc,"Redwood City, CA",,Tissue processing and reagent organization will allow the lead scientists to devote more time to assay development and data analysis....
0.0,Public Policy Research Data Analyst,    The Consortium Inc,"Washington, DC",,"Research or data:. Data visualization, strong communication skills, both written and oral; 2-3 years experience as a researcher and/or data analyst is required...."
0.0,Software Engineer-Aerosol Product Validation,"    IMSG, Inc.","College Park, MD","$63,000 a year","Government scientists, visiting scientists, and other contractors. I.M...."
0.0,Senior Research Project Coordinator,        Broad Institute,"Boston, MA",,"Analysis​.​ These tasks include technical analysis of the code submissions, which include testing that the software compiles properly outside the competition..."
0.0,Chemist,    Alcon Labs,"Fort Worth, TX","$36,000 a year",Data integrity checks of technical reports to ensure accuracy of data transfer will also be required. This individual will perform chemical and physical tests...
0.0,Senior Data Analyst,    STEMBoard,"Arlington, VA","$125,000 - $150,000 a year","Assist with data ingestion, data warehouse architecture, tuning, the development of Structured Query Language (SQL) queries, and performing data conversion in..."
0.0,Senior Machine Learning Scientist,    Cogito Corporation,"Boston, MA 02109 (Central area)",,Expert in modeling temporal and sequential data using recurrent neural networks (RNNs). The Senior Machine Learning Scientist will lead the modeling research...
0.0,Senior Data Scientist,        Ally Financial Inc.,"Lewisville, TX 75067",,"The ideal candidate must be passionate about data science, predictive data mining and credit risk modeling, and can translate real-world business questions into..."
0.0,Statistician,    QuintilesIMS,"Plymouth Meeting, PA",,"Role Purpose: Under guidance, provides support in applying statistical methodologies to assigned research projects. Principal Accountabilities: Provides"
0.0,MEDICAL TECHNOLOGIST SENIOR STAFF SPECIALIST FLOW CYTOMETRY/HEMATOLOGY,"        Veterans Affairs, Veterans Health Administration","Temple, TX","$54,803 - $71,247 a year","Operate complex computerized equipment, computers, and peripheral devices to perform complex data analysis and obtain graphical representations of data analysis..."
0.0,"R&D Computer Science Python, C++ (Early/Mid-Career)",        Sandia National Laboratories,"Albuquerque, NM",,Experience analyzing data off detection/sensor systems. We are seeking a R&D Computer Scientist to perform exciting and relevant mission analysis work on...
0.0,Data Science Intern,    LendUp,"San Francisco, CA",,"Work with and learn from a team of world class data scientists with degrees from Harvard, Stanford, Tulane, Carnegie Mellon, and University of Pennsylvania...."
0.0,Research Assistant/Analyst,        University of Utah,"Salt Lake City, UT",$12.65 - $16.50 an hour,Perform quality checks on data. Prepares format for final disposition of data; Collects and compiles data from a variety of sources;...
0.0,Analytics Lead – Data Scientist,        EY,"Cleveland, OH",,Analytics Lead – Data Scientist. Data Mining and Big Data (preferred Hortonworks Data Platform). 2+ years of experience in Data Analytics using Python/R....
0.0,"Research Assistant Professor, Solar Physics",        George Mason University,"Fairfax, VA",,Significant work experience in the analysis and interpretation of data obtained using ground-based and space-based solar observatories;...
0.0,Business Intelligence Analyst,        Biogen,"Cambridge, MA",,"This role will require working closely with analytical scientists, as well as process scientists and engineers...."
0.0,"VP, Data Science & Engineering","        Medallia, Inc.","Palo Alto, CA 94306 (Barron Park area)",,You will be leading a diverse team of data engineers and data scientists. We’re looking for someone who is passionate about solving everyday problems through...
0.0,Senior Global Health Scientist,    Massachusetts General Hospital - Division of Globa...,"Boston, MA",,"Evidence of prior high-quality, original academic writing, and background in analysis and interpretation of relevant data, research, and literature...."
0.0,Statistician,"    CES, LLC","Omaha, NE",,Proactive data analysis. Fulfill law enforcement data requests. Validates data analysis results and analytically....
0.0,Tribal Climate Science Liaison,    College of Menominee Nation,"Keshena, WI 54135","$51,930 a year","Additionally, ability to identify and articulate emerging issues that affect or could affect the management, data analysis, evaluation, interpretation, and..."
0.0,Associate Computational Biologist,        Broad Institute,"Boston, MA",,Experience working with genomic data is strongly preferred. You will Implement and maintain analytical pipelines for Cancer Model Atlas genomics data....
0.0,Data Scientist - Sales Analytics,        Invesco,"Downers Grove, IL 60515",,"Experience linking multiple data platforms (social media, open, etc) and with data visualization tools (e.g., Tableau)...."
0.0,Systems Engineering Data Integration Intern,        Jacobs,"Huntsville, AL",,Of structured data systems that will support the tracking of critical data. Performance data (metadata) associated with the model....
0.0,Statistical Programmer II,"    Agility Clinical, Inc","Carlsbad, CA",,"Generate analysis datasets, tables, figures, and listings to support the statistical analysis of clinical trials data...."
0.0,"Research Scientist, Statistician (MS/PHD)",        DuPont,"Johnston, IA",,"Conduct data quality control, analysis and interpretation of the experimental results and discuss interpretations with collaborators and clients...."
0.0,"Senior Scientist, Genetics Research",        AbbVie,"Lake County, IL",,"Familiarity standard tools and data formats related to genetic data, such as those encountered when analyzing high-throughput whole exome or whole genome data,..."
0.0,Senior Scientist - Biologist,        Leidos,"Chantilly, VA 20153",,The team will be using commercial and NTM source data to provide geospatial data preparation in support of geotechnical characterizations and test bed analysis....
0.0,Director Enterprise Data Management,        Carolinas HealthCare System,"Charlotte, NC 28202 (Downtown Charlotte area)",,"The position is directly responsible for the enterprise data warehouse, Big Data platform, data architecture, and data mart and registry functions...."
0.0,Senior Data Scientist,    Grindr,"West Hollywood, CA",,"Strong experience building data visualizations, dashboards, and data representations. Experience building real-time data pipelines within high volume data..."
0.0,Sales Analysis - Data Analyst,        Kaiser Permanente,"Oakland, CA",,We enable strategic and operational decisions through the analysis and interpretation of a broad and range of data....
0.0,Analytical Scientist / Senior Scientist,        GlaxoSmithKline,"Rockville, MD",,Work with BPT upstream and downstream scientists on analytical setup and data analysis. Experience with electronic data storage systems....
0.0,Senior Research Scientist - 2002838,    Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,"SEI Emerging Technology Center Director < Chief Scientist Research Scientist. Modern computing, data, and storage solutions, data processing architectures..."
0.0,BI Data Developer – Data Scientist,        Life Time Fitness,"Chanhassen, MN 55317",,"Perform data analysis. Focused on improving profitability, efficiency and data comprehension primarily through Business Intelligence development and performance..."
0.0,Research Scientist 3,        KLA-Tencor,"Milpitas, CA 95035",,"The candidate must have high proficiency in analytical data analysis and demonstrate the ability to extract clear results from large, complex data sets...."
0.0,Bioinformatics Analyst,"    Envisagenics, Inc.","New York, NY","$50,000 - $70,000 a year","To work with Envisagenics data engineers and bioinformatics scientists to develop, maintain and analyze the company’s proprietary database...."
0.0,Data Scientist - Senior Consultant,        Clarity Insights,United States,,As a Senior Data Scientist at Clarity Insights you will fully understanding the requirements of our client and will be working with very big data....
0.0,Assistant Supervising Clinical Laboratory Scientist,        Santa Clara Valley Medical Center,"San Jose, CA","$105,165 - $148,073 a year",Validate test data and determine additional information necessary; Applicants required to possess current California Clinical Laboratory Scientist license....
0.0,Research Analyst,        Women's World Banking,"New York, NY 10168 (Murray Hill area)",,Experience with innovative methods for data replacement and building in new data construction methodologies to more completely represent data points.;...
0.0,Research Analyst,        Cushman & Wakefield,"Brooklyn, NY",,Compile statistical data specific to client or service line by translating and converting data to graphs/tables/charts....
0.0,Research Analyst,        ECRI Institute,"Plymouth Meeting, PA 19462",,"ECRI Institute is seeking a Research Analyst for the ECRI Institute’s Health Technology Assessment Group. Primary responsibilities are: Research and write,"
0.0,Scientist II/Senior Scientist,        AstraZeneca,"Frederick, MD",,"Scientist II/Senior Scientist:. Scientist II/Senior Scientist - BS Required, MS or PhD Preferred. Scientist II- Scope. Senior Scientist – Scope...."
0.0,Quantitative Model Analyst,        U.S. Bank,"Charlotte, NC",,"Responsibilities include analyzing data for use in modeling as well as developing, validating, documenting, and implementing Basel III PD, LGD, and EAD models..."
0.0,Senior Scientist - Physicist,        Leidos,"Chantilly, VA 20153",,"Geospatial Analysis, Intelligence Community, geospatial data formats (vector and raster data), intelligence fusion analysis, creating geospatial intelligence..."
0.0,Sr. Digital/Web Data Analyst,        realtor.com,"Santa Clara, CA",,"Product managers, data scientists) on any implementation requests and reporting questions. This position will work as liaison between digital analytics..."
0.0,Lead Medical Technologist (Medical Laboratory Scientist),"        Veterans Affairs, Veterans Health Administration","Tacoma, WA","$65,014 - $84,514 a year","Lead Medical Technologist/Clinical Laboratory Scientist. Knowledge of quality assurance principles to perform data collection, data presentation and..."
0.0,Sr. Information Research Analyst,"    Information International Associates, Inc.","Alexandria, VA",,Information International Associates is seeking a Sr. Information Research Analyst. Part-time hourly. Use search expertise to perform literature research on
0.0,Manager Statistical Reporting,        Grinnell Mutual,"Grinnell, IA",,"Support business units regarding data capture, coding and statistical reporting needs. Ability to define problems, collect data, establish facts and draw valid..."
0.0,Chemist/Research Scientist II/III,        Albany Molecular Research,"Indianapolis, IN",,"Chemist/Research Scientist II/III. Work with several computer systems to collect and maintain data – e.g. eLN, analytical data, Microsoft office (Word, Excel,..."
0.0,RESEARCH SCIENTIST - PROTEIN ENGINEERING Job,        Novo Nordisk,"Seattle, WA 98109 (Westlake area)",,Job Category Research Scientist. Title RESEARCH SCIENTIST - PROTEIN ENGINEERING. Communicates data and collaborates externally when required....
0.0,SME IPT Support I,"    Dowless & Associates, Inc.","Washington, DC",,"Seven years or more years of specialized experience working on complex data/database projects as a data analyst, data architect, data scientist or database..."
0.0,Statistician,        Catapult Consultants,"Omaha, NE",,"Data Analysts to provide proactive data analysis results with statistically high probabilities of producing case referrals to law enforcement, overpayments, and..."
0.0,Research Analyst,    Deep Roots Capital,"Harrison, AR 72601","$50,000 a year","Provide comprehensive research for potential investing in businesses, equities, commodities, etc. including appropriate data, charts, historical data, financial..."
0.0,Research Investigator Biochemistry (Enzymology/Biocatalysis) PhD,        DuPont,"Wilmington, DE",,"Scientist I / II. Will be an exceptional bench scientist and a widely recognized scientific. Together, We Can Solve the World’s Greatest...."
0.0,Program Analyst-CBP-TS,        Chenega Corporation,"Washington, DC",,And-or public and assist Customs and Border Protection with preparing draft policy and compiling data requested by CBP to communicate with Congress....
0.0,Research Scientist - Patient Reported Outcomes,    PatientsLikeMe,"Cambridge, MA 02142 (East Cambridge area)",,"Demonstrated expertise in research design, data collection, and managing data sets. Psychometric and/or qualitative data analysis experience a plus...."
0.0,Postdoctoral Research Associate,        Wayne State University,"Detroit, MI","$45,000 a year","Experience in instrumentation, in particular data acquisition, motor control and signal processing are the key requirements for this position...."
0.0,Content Developer - Machine Learning,"    Udacity, Inc.","San Francisco, CA",,Understand data structures and their applications. Know how and why data mining (machine learning) techniques fail....
0.0,Senior Data Scientist Manager,        Aetna,"Wellesley, MA",,We are currently looking for an exceptional Senior Data Scientist Manager to play a pivotal role in the creation and deployment of information products....
0.0,Student Intern - Data-driven and Neural Computing R&D Undergrad Year Round,        Sandia National Laboratories,"Albuquerque, NM",,Successful applicants will be exposed to a wide range of computational and/or cognitive research at Sandia and will have a strong project-based research...
0.0,Data Operations Analyst,        Ford Motor Company,"Dearborn, MI",,"The Data Operations analyst discovers and curates new and existing data sources (external data providers, public data, social media, digital exhaust,..."
0.0,Computer Statistical Assistant - Healthcare Programs,        Amdex Corporation,"Atlanta, GA",,"Perform data entry, coding, and transcription. Provide routine analysis and interpretation of data. Experience with routine analysis and interpretation of data...."
0.0,Medical Technologist (Generalist),"        Veterans Affairs, Veterans Health Administration","Fresno, CA","$54,640 - $84,906 a year","Certification as a Medical Technologist, Medical Laboratory Scientist, or Clinical Laboratory Scientist given by the ASCP-BOC, ASCP-BOR, or AMT or meet..."
0.0,Lead Statistical Analyst,    Executive Health,"Chicago, IL",,"We are looking for a new *Data Scientist*. As part of our data science team, you will leverage our fast growing structured and unstructured dataset to improve..."
0.0,Quantitative Modeling Analyst I,        Regions Bank,"Birmingham, AL",,Advanced data management skills. Ability to source data and convert it into a usable form without the benefit of a fully-developed data mart....
0.0,Research Scientist III,        Grifols,"San Diego, CA",,Works on complex problems in which analysis of situations or data requires an in-depth evaluation of various factors....
0.0,Assistant Supervising Clinical Laboratory Scientist,        County of Santa Clara,"San Jose, CA","$105,165 - $148,073 a year",Validate test data and determine additional information necessary; Applicants required to possess current California Clinical Laboratory Scientist license....
0.0,Survey and Statistical Supervisor,    Department of Health and Human Services / Maine Ce...,"Augusta, ME","$46,571 - $63,898 a year","Provide or direct the provision of data collection methods, analytical techniques and dissemination of data. Supervisor of Data & Research...."
0.0,"Senior Research Associate, Cell Culture","    Kite Pharma, Inc.","Santa Monica, CA",,"Detail-oriented and self-motivated scientist capable of multitasking in a fast-paced, teamwork environment. He/she will also be responsible to plan and execute..."
0.0,Research Analyst II,        Dallas County Community College District,"North Lake, TX","$4,083 - $4,696 a month","Processes and interprets data from a variety of sources, including the Colleague system, and/or other specified data collection programs/software systems (e.g...."
0.0,"Scientist I/II, Analytical Development",    Gritstone Oncology,"Emeryville, CA",,Analyze/summarize experimental data and present findings to scientists and management at technical and project sub-team meetings....
0.0,Geospatial Research Scientist,        Booz Allen Hamilton,"Springfield, VA",,"Geospatial Research Scientist. Serve as an experienced, forward–thinking, and innovative scientist on an urban damage assessment research and development..."
0.0,Senior Pharmacovigilance Scientist,    Katalyst Healthcares & Life Sciences,"Columbia, MD 21044",,Senior PV Scientist leads meetings and presents safety data and analyses. The Senior Pharmacovigilance (PV) Scientist role leads the review of safety data and...
0.0,"Senior Scientist, Signal Management Group","    Janssen Research & Development, LLC.","Horsham, PA",,"Methodologies for analysis of safety data, including piloting new data source. From post-marketing safety data...."
0.0,Data Analyst,    Conperio Technology Solutions,"St. Louis, MO",,Data Warehousing Concepts. The person in this position must understand data warehousing and data analysis concepts....
0.0,"Senior Consultant - Energy Economist, Statistician or Data Scientist",        Navigant,"Verona, WI",,"Experience managing large data sets with data coming from a variety of sources. (NCI) is looking for an economist, statistician, or data scientist with..."
0.0,Database Technicians JOBID #1557,        All Native Group,"Fort Collins, CO",,"These data may be collected by both Service and non-Service scientists. The database technicians must be skilled with data entry, data quality control, database..."
0.0,Earned Value Management & Cost Research Analyst - Entry/Mid-Level,        National Security Agency,"Fort Meade, MD","$66,228 - $85,464 a year",Use scientific methods to collect and analyze data using mathematical/statistical methods. Identify acquisitions requiring Earned Value Management (EVM) per DoD...
0.0,Associate Scientist / Senior Associate Scientist,"    Celldex Therapeutics, Inc.","Needham, MA",,Senior Associate Scientist:. Generate sample manifests and perform sample reconciliations with Celldex Data Management and external CROs per Celldex Data...
0.0,Senior Scientist- Mass Spectrometry,        Merieux NutriSciences,"Crete, IL 60417",,A general knowledge of the Laboratory Information Management System and Laboratory Instrument Datasystems are required to process client data....
0.0,"Senior Data Analyst, Syndicated Research","        Market Strategies International, Inc.","Cambridge, MA",,"Senior Data Analyst, Syndicated Research - Cambridge, MA ; 3 years work experience as a Senior Data Analyst (Syndicated Market Research), Syndicated Data..."
0.0,Senior Biology Data Scientist I,        AbbVie,"Redwood City, CA",,"Senior Biology Data Scientist I-II. Microarray data analysis, drug target and compound assessment/mining, competitive landscapes, custom data visualization..."
0.0,Medical Technologist (Part Time) **Open until Filled,"        Veterans Affairs, Veterans Health Administration","Iron Mountain, MI","$40,684 - $64,697 a year","Skilled in informatics, laboratory data flow and the understanding of laboratory processes; Possess or meet the eligibility requirements *for certification as a..."
0.0,"Juvenile Justice Research Analyst, Senior",        Booz Allen Hamilton,"Washington, DC",,"Analyze performance measures and other juvenile justice data. Lead a team to design and develop logic models, performance measures, and juvenile justice data..."
0.0,Research Analyst I,        Pentagon Federal Credit Union,"Alexandria, VA",,"PenFed is hiring a Research Analyst in our Alexandria, VAoffice. The primary purpose of this job is toefficiently research and resolve problems in response to"
0.0,Research Scientist – Precision Medicine Projects/Mutation Annotation,        MD Anderson Cancer Center,"Houston, TX",,Analyze and manipulate research data; Maintain current and accurate records of research data; Prepare and present data for publication or scientific meetings;...
0.0,Senior Research Analyst,"    Allan Bailey Group, LLC","Dallas, TX",,"Analyze data using statistical software. Gather data about consumers, competitors, and market conditions...."
0.0,Director of Data Science,        Capital One,"Plano, TX",,"Director of Data Science. Writing software to clean and investigate large, messy data sets of numerical and textual data...."
0.0,Senior Scientist - Flow Cytometry,    PFM - BioServices,"Frederick, MD",,"Must have the ability to organize and analyze data, as well as, prepare reports. Design and perform experiments, independently and accurately analyze and..."
0.0,Geospatial Analyst/Programmer,    Land IQ LLC,"Sacramento, CA 95811 (Downtown area)",,"Experience managing GIS data workflows and data collection methods. The Geospatial Analyst/Programmer will be expected to develop and edit geospatial data,..."
0.0,"Manager, Statistical Programming",        Icon plc,"North Wales, PA",,"Thorough knowledge of data structures (CDISC SDTM, ADaM), software development cycle. Manager, Statistical Programming*...."
0.0,"Data Scientists, Marketing Domain SME",    Knowledgent Group Inc.,"Township of Warren, NJ",,"Knowledgent was recently recognized in Gartner’s “Market Guide for MDM External Service Providers” for 2017, named “1 of the Top 10 Fastest Growing Big Data..."
0.0,Junior Analytics Modeler,"        Fiserv, Inc.","Alpharetta, GA",,Support Sales and upgrades of products by managing retrospective data studies to run clients data through Fiserv models....
0.0,Statistical Modeler,    Servicing Operations,"Virginia Beach, VA",,May need to design data collection tools with internal data capture techniques or external sources. Answer business questions \ problems as assigned by working...
0.0,"Senior Research Associate, Sellers Lab",        Broad Institute,"Boston, MA",,"Will grow in the arena of data analytics and interpretation. And disseminate discoveries, tools, methods, and data openly to the entire scientific community...."
0.0,Senior Science Research Investigator,    Lennon Search Associates Retained Recruiting,"Philadelphia, PA","$55,000 - $80,000 a year","The scientist will be responsible for design, optimization and implementation of complex experiments. This team scientist will serve as a technical/scientific..."
0.0,Machine Learning Data Engineer,        Capital One,"Vienna, VA",,"Machine Learning Data Engineer. At Capital One, we have seas of big data and rivers of fast data. As Machine Learning engineer on the Data Intelligence team,..."
0.0,Text Analytics Developer,        SAS Institute,"Cary, NC",,"We work closely with deep learning scientists, cognitive computing experts and computational linguists to supporting over 30 languages around the globe...."
0.0,R&D Senior/Principal Scientist,    CutisPharma,"Woburn, MA",,"Demonstrated ability to analyze and interpret data. Review stability protocols, raw data, results and reports;..."
0.0,Research Analyst,        CONSUMER AFFAIRS,"Manhattan, NY","$70,286 - $82,000 a year",Using statistical software and data analysis tools to analyze large data sets. Two years as a City Research Scientist Level I can be substituted for the...
0.0,Market Research Analyst,        E source,"Boulder, CO",,"Analyze data and identify key findings. Experience with SPSS, Qualtrics, PowerPoint, and data visualization tools is preferred...."
0.0,Senior Scientist,        Commonwealth of Virginia,"Richmond, VA","$47,263 - $58,851 a year","Experience utilizing written and oral communications relative to quality improvement objectives, data collection and corrective actions...."
0.0,"Product Manager, AI & Data Science",        Twitter,"San Francisco, CA 94103 (South Of Market area)",,"We are a team of software engineers, data scientists, and research scientists dedicated to developing state-of-the-art AI capabilities to refine and transform..."
0.0,Health Care Payment Policy & Cost Analysis Expertise,    Social & Scientific Systems Inc.,"Silver Spring, MD 20910",,Familiarity with survey data and primary data collection is a plus. SSS is seeking a Principal Research Scientist with subject matter expertise in health care...
0.0,Scientist (Serology/DNA Analyst),        Allegheny County,"Allegheny County, PA","$3,582 - $5,988 a month",Analyze and interpret data and develop sound conclusions. Medical Examiner Salary:....
0.0,Scientific Modeler,        The Boston Consulting Group,"Los Angeles, CA",,"Scientific Modelers, together with Data Scientists, Data Engineers and Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are..."
0.0,Machine Learning Developer,        The Johns Hopkins Applied Physics Laboratory,"Laurel, MD",,Perform exploratory analysis and pre-processing of data sources with the intent of visualizing data and discovering statistical properties and other key...
0.0,"Scientist, Analytical Development I",    SanofiUS,"Framingham, MA",,"The ability to write and communicate scientific data effectively is desired. Author assay protocols and technical reports, participate in sample testing and use..."
0.0,Senior Analytical Scientist,        Noramco™,"Athens, GA",,Consults more senior scientists and management where appropriate. Consults senior fellow scientist and management as appropriate action....
0.0,Scientist III (Lead) - Therapeutics,        Organovo,"San Diego, CA",,Lead Scientist Responsibilities:. Scientist III (Lead) - Therapeutics:. Lead Scientist Skills & Experience :....
0.0,Market Research Analyst,    Perceptive Technologies,"Sunnyvale, CA 94085",,1. Global System Analysis by Application: The position is responsible for developing a global analysis of the market for known specific applications requiring
0.0,Big Data Architect,        Academy Sports + Outdoors,"Katy, TX",,"Establish data management and development standards for data warehouse, data integration and Big Data technologies...."
0.0,Quantitative Research Strats Analyst,        Goldman Sachs,"New York, NY 10282 (Tribeca area)",,"GOLDMAN SACHS FIRM OVERVIEW The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a"
0.0,Simulation and Modeling Consultant,    SIMUL8 Corporation,"New York, NY",,Working with data scientists to stream information into simulation models and assist in visualizing data to derive useful insights and conclusions....
0.0,Scientific Programmer,        University of Georgia,"Athens, GA 30602",,"The successful candidate will work locally with a team of biologists, computer scientists, and programmers to review, validate, and disseminate clinical and..."
0.0,"Senior Manager, Analytics - Health Industry Value Team (SE)",        Accenture,"Atlanta, GA",,"Accenture has a team of more than 36,000 digital professionals including technical architects, big data engineers, data scientists and business analysts, as..."
0.0,Product Marketing Manger,        Mode,"San Francisco, CA",,"Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues. Companies love the product because their analysts..."
0.0,Policy Analyst I,    Axiologic Solutions,"Washington, DC",,"Seven years or more years of specialized experience working on complex data/database projects as a data analyst, data architect, data scientist or database..."
0.0,Senior Data Scientist,    Intellipro Group Inc.,"Santa Clara, CA",,"Help to evolve large scale Big Data platform and tools in all aspects, from data collection to data processing, exploration, visualization and modeling...."
0.0,Quantitative Trading Analyst,        Lenderlive,"Aliso Viejo, CA",,Work closely with internal data and reporting groups to enhance the accuracy and reliability of the modeled results....
0.0,Postdoctoral Research Staff Member - Micro and Nano Technology,        Lawrence Livermore National Laboratory (LLNL),"Livermore, CA 94550",,"Desired Qualifications- Experience working within a multidisciplinary engineering team and experience with experiment design, data acquisition, programming, and..."
0.0,Scalable Data Technologies and Machine Learning Engineer 2,"        TAPE, LLC","Aberdeen, MD",,"Research and development of novel technologies and methodologies for extreme scale data analytics, big data processing, data mining, and machine learning on..."
0.0,Data Quality Coordinator,        American Geophysical Union,"Washington, DC 20009 (U Street Corridor area)",,"Perform data reconciliation to identify data anomalies. Data Quality Coordinator. Assist in/support projects around obtaining new data sources, including..."
